128.0	120.0	0.978758947	91.992062404	8.781776201	432.8682301299993	2506.0
128.0	120.0	0.972903044	90.958723218	8.882481273	454.9489115100002	2486.0
128.0	120.0	0.933573404	90.36690988	8.695867552	438.9070234080002	2489.0
256.0	30.0	0.924900096	91.499732652	8.714718831	1314.9687162610003	1147.0
256.0	30.0	0.956234784	92.880954497	8.795948442	1327.629544473001	1149.0
256.0	30.0	0.949471255	93.306404423	8.895883487	1282.7439757559982	1157.0
256.0	30.0	0.96611087	88.416681396	8.790235123	1249.2671279130009	1150.0
256.0	30.0	0.689619401	63.493157693	6.740477212	1200.6172947140003	1135.0
256.0	60.0	0.610097627	61.261065789	9.380312426	2636.838124526005	2460.0
256.0	60.0	0.962099677	92.33737239	8.83350697	2684.688559949996	2465.0
256.0	60.0	1.002410218	92.904662552	8.759747656	2682.8228269929978	2457.0
256.0	60.0	0.967036648	92.128689533	8.855118363	2667.4082152530004	2443.0
256.0	60.0	0.987450821	92.859328596	8.890557254	2664.5300306529966	2446.0
256.0	90.0	0.996664077	93.072421151	8.826118775	4370.185540117993	3939.0
256.0	90.0	0.998095571	93.401319516	8.870536977	4245.421233989999	3899.0
256.0	90.0	0.967079004	92.090430986	8.663332399	4280.833996471003	3955.0
256.0	90.0	0.9700715	94.686430532	9.0669503	4233.19087314501	3941.0
256.0	90.0	0.691442363	62.91977265	6.23024887	4071.8210609439975	3933.0
256.0	120.0	0.977493877	92.021628538	8.785041836	5983.698912842987	5556.0
256.0	120.0	0.979360878	92.255674135	8.513162789	5964.390478549007	5556.0
256.0	120.0	0.574481678	65.929783859	6.089299613	5704.382888019995	5544.0
256.0	120.0	0.590553779	53.580681721	5.283894807	5780.328147874995	5567.0
256.0	120.0	2.216122938	186.948479976	14.789436391	6002.509738900977	5543.0
64.0	600.0	0.59846217	54.016148166	5.408177546	181.99912880100018	7409.0
