32.0	30.0	0.614106041	56.048123627	5.609022774	16.087806915999995	114.0
32.0	30.0	0.600085527	55.391952945	5.639486043	15.448913097	114.0
32.0	30.0	0.609096943	55.044045675	5.576269961	15.151039805999998	114.0
32.0	30.0	0.588143063	54.275420318	5.497418668	15.735717958999995	114.0
32.0	30.0	0.615056919	54.124154623	5.506627037	15.262440346999991	114.0
32.0	60.0	0.617600794	54.142455164	5.536571121	18.027809238	228.0
32.0	60.0	0.620904558	54.190790065	5.466011567	16.589076222000003	228.0
32.0	60.0	0.611341407	53.445449085	5.491511214	17.067416844999983	228.0
32.0	60.0	0.614563376	53.943148498	5.478477686	16.582229018000003	228.0
32.0	60.0	0.613332705	53.94155217	5.480505152	16.782672725	228.0
32.0	90.0	0.637738965	58.806567435	6.303234637	21.782424288000023	420.0
32.0	90.0	0.650077592	57.365582984	6.368502786	19.739026004999978	420.0
32.0	90.0	0.640905254	57.460202844	5.809346578	20.569900436	420.0
32.0	90.0	0.636194175	57.047602614	5.764060224	20.012580920999977	420.0
32.0	90.0	0.624049409	56.739434315	5.759002666	20.48618998099999	420.0
32.0	120.0	0.996587274	90.857472744	8.643181856	32.66604485600001	693.0
32.0	120.0	0.95291666	90.315864035	8.814963364	34.28544058700001	671.0
32.0	120.0	0.961528744	90.439198704	8.699089777	34.49627712400008	680.0
32.0	120.0	0.965885036	89.778999933	8.680480914	32.21091459100002	675.0
32.0	120.0	0.923802343	89.270296055	7.549700324	29.93070758599996	682.0
64.0	30.0	0.980517887	90.979700598	8.836853724	31.51238931099998	170.0
64.0	30.0	0.971866869	91.320154053	8.717941322	32.08062783800001	170.0
64.0	30.0	0.982475806	91.647776386	8.768162234	31.32751924	170.0
64.0	30.0	0.980526285	91.344272568	8.741110363	31.602866361000004	170.0
64.0	30.0	0.942124274	90.944831522	8.651664136	31.64606843800001	170.0
64.0	60.0	0.990592211	92.393153009	9.181285337	52.384553706000055	589.0
64.0	60.0	0.971260067	91.139215212	8.711367882	52.294625884999974	599.0
64.0	60.0	0.972243502	91.414853439	8.914145145	53.745115959	589.0
64.0	60.0	0.975309408	91.431373089	8.735883221	53.42009898	594.0
64.0	60.0	0.963513557	91.326589272	8.67062999	53.50830397799999	591.0
64.0	90.0	0.977913498	91.53302676	8.753168922	68.11308242000001	898.0
64.0	90.0	0.980381528	92.380769529	8.724911785	69.65148596999997	924.0
64.0	90.0	0.98259193	91.620472366	8.743801298	68.09495801100002	905.0
64.0	90.0	0.947439183	91.443220157	8.845414652	68.16853837000002	904.0
64.0	90.0	0.954195484	92.143202068	8.77407998	67.24798496599996	906.0
64.0	120.0	0.985033743	91.704811259	8.733070301	80.10743801700002	1201.0
64.0	120.0	0.984593921	91.875971954	8.759600299	81.04084556799991	1224.0
64.0	120.0	0.958688892	91.270945068	8.719522594	84.15775156599987	1198.0
64.0	120.0	0.966207119	87.738917302	7.468118127	91.22153018500005	1213.0
64.0	120.0	0.798375859	87.685023703	8.714171627	82.92999292300003	1206.0
128.0	30.0	0.928805492	90.657483371	8.605128386	115.00812738600008	538.0
128.0	30.0	0.949217138	90.546813395	8.603825881	112.98909185999999	543.0
128.0	30.0	0.878278138	90.366327837	8.617749667	111.80423831599995	539.0
128.0	30.0	0.97061272	90.525236263	8.539923128	113.44227676399991	539.0
128.0	30.0	0.965734613	90.588916895	8.599955377	112.82857794499996	540.0
128.0	60.0	0.966892293	90.859542341	8.674533712	210.165020289	1143.0
128.0	60.0	0.968160706	91.291740524	8.808318215	212.88625771600022	1147.0
128.0	60.0	0.957433209	92.25751783	8.767703351	218.1170414869998	1165.0
128.0	60.0	0.976742302	91.932333319	8.849870084	212.94366874299976	1142.0
128.0	60.0	0.981392936	91.383478014	8.665789211	209.9080632760004	1152.0
128.0	90.0	0.981272432	91.846764805	8.83491255	323.17998339699955	1777.0
128.0	90.0	0.972737864	92.54036492	8.794188215	319.58463136799975	1794.0
128.0	90.0	0.962578692	91.577713118	8.825598781	321.80094678799935	1804.0
128.0	90.0	0.975294201	91.239240865	8.670504578	326.09720950799976	1795.0
128.0	90.0	0.994642476	91.909443243	8.78740253	325.35806798800036	1799.0
128.0	120.0	0.981509313	91.573342267	9.080982476	464.6861241070005	2497.0
128.0	120.0	0.981126155	91.060011199	8.775990324	460.23264816999966	2511.0
